,id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,direccion_normalizada,comuna,longitud,latitud,participantes,victima,acusado,Tipo_siniestro
19702,LC-2021-0304122,3,2021-06-28 00:00:00,2021,6,28,13:20:00,13,,AVENIDA,"CHUTRO, PEDRO, PROF., DR.",0.0,ALMAFUERTE AV.,"CHUTRO, PEDRO, PROF., DR. y ALMAFUERTE AV.",4,-58.413053235623,-34.642581101705,MIXTO-TRANSPORTE PUBLICO,MIXTO,TRANSPORTE PUBLICO,Lesion
19703,LC-2021-0304286,1,2021-06-28 00:00:00,2021,6,28,13:00:00,13,,CALLE,LLAVALLOL,0.0,LASCANO,LLAVALLOL y LASCANO,11,-58.491039557041,-34.610155400957,AUTO-SD,AUTO,,Lesion
19704,LC-2021-0304310,2,2021-06-28 00:00:00,2021,6,28,12:00:00,12,,AVENIDA,CORRIENTES AV.,0.0,"NEWBERY, JORGE AV.","CORRIENTES AV. y NEWBERY, JORGE AV.",15,-58.450768435285,-34.588690532901,MOTO-AUTO,MOTO,AUTO,Lesion
19705,LC-2021-0304313,1,2021-06-28 00:00:00,2021,6,28,04:00:00,4,,AVENIDA,"PERON, EVA AV.",0.0,"PAZ, GRAL. AV.","PERON, EVA AV. y PAZ, GRAL. AV.",9,-58.502517906284,-34.674503135662,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19706,LC-2021-0304323,1,2021-06-28 00:00:00,2021,6,28,14:40:00,14,,CALLE,"UGARTE, MANUEL",2622.0,,"UGARTE, MANUEL 2622",13,-58.463777294287,-34.557423695955,SD-SD,,,Lesion
19707,LC-2021-0304666,1,2021-06-28 00:00:00,2021,6,28,16:58:00,16,,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",0.0,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV. y OLIVERA AV.",10,-58.486064755074,-34.640478183185,SD-SD,,,Lesion
19708,LC-2021-0304834,1,2021-06-28 00:00:00,2021,6,28,16:00:00,16,,CALLE,ALLENDE,0.0,TINOGASTA,ALLENDE y TINOGASTA,11,-58.514329406822,-34.611701213739,MOTO-AUTO,MOTO,AUTO,Lesion
19709,LC-2021-0304866,1,2021-06-28 00:00:00,2021,6,28,18:15:00,18,,CALLE,IRIGOYEN,0.0,ALVAREZ JONTE AV.,IRIGOYEN y ALVAREZ JONTE AV.,10,-58.516380219314,-34.628449555267,MOTO-AUTO,MOTO,AUTO,Lesion
19710,LC-2021-0305030,1,2021-06-28 00:00:00,2021,6,28,20:30:00,20,,CALLE,SARMIENTO,0.0,CASTELLI,SARMIENTO y CASTELLI,3,-58.404660935086,-34.606457861733,MOTO-TAXI,MOTO,TAXI,Lesion
19711,LC-2021-0305042,3,2021-06-28 00:00:00,2021,6,28,19:50:00,19,,CALLE,"CARRANZA, ANGEL JUSTINIANO",0.0,EL SALVADOR,"CARRANZA, ANGEL JUSTINIANO y EL SALVADOR",14,-58.437400875260,-34.581709500021,AUTO-MOVIL,AUTO,MOVIL,Lesion
19712,LC-2021-0305093,1,2021-06-28 00:00:00,2021,6,28,20:21:00,20,,AVENIDA,CORDOBA AV.,0.0,RIOBAMBA,CORDOBA AV. y RIOBAMBA,2,-58.394399397877,-34.599673313703,MOTO-AUTO,MOTO,AUTO,Lesion
19713,LC-2021-0305103,2,2021-06-28 00:00:00,2021,6,28,21:10:00,21,,AVENIDA,NAZCA AV.,0.0,"ARANGUREN, JUAN F., DR.","NAZCA AV. y ARANGUREN, JUAN F., DR.",7,-58.472117034424,-34.625164552227,MOTO-MOVIL,MOTO,MOVIL,Lesion
19714,LC-2021-0305170,1,2021-06-28 00:00:00,2021,6,28,21:40:00,21,,CALLE,LA RIOJA,39.0,,LA RIOJA 39,3,-58.409069254326,-34.610793378552,MOTO-SD,MOTO,,Lesion
19715,LC-2021-0305184,2,2021-06-28 00:00:00,2021,6,28,23:30:00,23,,AVENIDA,WARNES AV.,0.0,"JUSTO, JUAN B. AV.","WARNES AV. y JUSTO, JUAN B. AV.",15,-58.450876925698,-34.599308378433,MOTO-MOTO,MOTO,MOTO,Lesion
19716,LC-2021-0305739,1,2021-06-28 00:00:00,2021,6,28,12:21:00,12,,CALLE,SARMIENTO,2788.0,,SARMIENTO 2788,3,-58.405742903436,-34.606712715142,PEATON-MOTO,PEATON,MOTO,Lesion
19717,LC-2021-0308168,1,2021-06-28 00:00:00,2021,6,28,19:20:00,19,,AVENIDA,VARELA AV.,0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","VARELA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.438504130889,-34.655547549545,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19718,LC-2021-0308486,1,2021-06-28 00:00:00,2021,6,28,16:00:00,16,,CALLE,MIRAFLORES,0.0,COBO AV.,MIRAFLORES y COBO AV.,7,-58.439226481324,-34.643119996907,MOTO-AUTO,MOTO,AUTO,Lesion
19719,LC-2021-0305484,1,2021-06-29 00:00:00,2021,6,29,08:00:00,8,,,,,,,,,,PEATON-MOTO,PEATON,MOTO,Lesion
19720,LC-2021-0305507,1,2021-06-29 00:00:00,2021,6,29,09:05:00,9,,AVENIDA,CORDOBA AV.,0.0,AYACUCHO,CORDOBA AV. y AYACUCHO,2,-58.395819574611,-34.599702699343,SD-SD,,,Lesion
19721,LC-2021-0305576,4,2021-06-29 00:00:00,2021,6,29,10:00:00,10,,CALLE,REMEDIOS,0.0,LARRAZABAL,REMEDIOS y LARRAZABAL,9,-58.495539863027,-34.657712864116,AUTO-AUTO,AUTO,AUTO,Lesion
19722,LC-2021-0305843,1,2021-06-29 00:00:00,2021,6,29,10:40:00,10,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.488921759603,-34.683591639509,CAMIONETA-AUTO,CAMIONETA,AUTO,Lesion
19723,LC-2021-0306122,2,2021-06-29 00:00:00,2021,6,29,13:30:00,13,,AVENIDA,SAN MARTIN AV.,0.0,NAVARRO,SAN MARTIN AV. y NAVARRO,15,-58.498383769399,-34.596367529388,MIXTO-AUTO,MIXTO,AUTO,Lesion
19724,LC-2021-0306124,1,2021-06-29 00:00:00,2021,6,29,10:20:00,10,,AVENIDA,"VEGA, NICETO, CNEL. AV.",0.0,"CARRANZA, ANGEL JUSTINIANO","VEGA, NICETO, CNEL. AV. y CARRANZA, ANGEL JUSTINIANO",14,-58.441451367891,-34.585246976587,MOTO-AUTO,MOTO,AUTO,Lesion
19725,LC-2021-0306158,1,2021-06-29 00:00:00,2021,6,29,12:20:00,12,,CALLE,GIRIBONE,0.0,CESPEDES,GIRIBONE y CESPEDES,15,-58.455581461752,-34.580401627279,MOTO-AUTO,MOTO,AUTO,Lesion
19726,LC-2021-0306199,1,2021-06-29 00:00:00,2021,6,29,15:00:00,15,,AVENIDA,SAN PEDRITO AV.,0.0,"FALCON, RAMON L.,CNEL.","SAN PEDRITO AV. y FALCON, RAMON L.,CNEL.",7,-58.468991194585,-34.632154320814,MOTO-MOTO,MOTO,MOTO,Lesion
19727,LC-2021-0306207,1,2021-06-29 00:00:00,2021,6,29,13:30:00,13,,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",0.0,"GORDILLO, TIMOTEO","ALBERDI, JUAN BAUTISTA AV. y GORDILLO, TIMOTEO",9,-58.508775232972,-34.656707442937,AUTO-AUTO,AUTO,AUTO,Lesion
19728,LC-2021-0306243,1,2021-06-29 00:00:00,2021,6,29,14:00:00,14,,CALLE,COCHABAMBA,0.0,ENTRE RIOS AV.,COCHABAMBA y ENTRE RIOS AV.,3,-58.391434573837,-34.623987209139,SD-SD,,,Lesion
19729,LC-2021-0306370,2,2021-06-29 00:00:00,2021,6,29,16:15:00,16,,CALLE,PIEDRAS,0.0,CHILE,PIEDRAS y CHILE,1,-58.377429223130,-34.616292288378,MOTO-AUTO,MOTO,AUTO,Lesion
19730,LC-2021-0306373,1,2021-06-29 00:00:00,2021,6,29,15:00:00,15,,CALLE,ESTADOS UNIDOS,1341.0,,ESTADOS UNIDOS 1341,1,-58.384957213691,-34.618462162457,PEATON-AUTO,PEATON,AUTO,Lesion
19731,LC-2021-0306578,1,2021-06-29 00:00:00,2021,6,29,17:00:00,17,,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",0.0,"RAMIREZ DE VELASCO, JUAN","SCALABRINI ORTIZ, RAUL AV. y RAMIREZ DE VELASCO, JUAN",15,-58.436596328125,-34.598485107235,MOTO-AUTO,MOTO,AUTO,Lesion
19732,LC-2021-0306602,1,2021-06-29 00:00:00,2021,6,29,17:30:00,17,,AVENIDA,"HUERGO, ING. AV.",0.0,INDEPENDENCIA AV.,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.366596550438,-34.616877781292,MOTO-AUTO,MOTO,AUTO,Lesion
19733,LC-2021-0306623,1,2021-06-29 00:00:00,2021,6,29,05:00:00 p.m.,17,,AVENIDA,DEL LIBERTADOR AV.,0.0,"PAZ, GRAL. AV.","DEL LIBERTADOR AV. y PAZ, GRAL. AV.",13,-58.467434718017,-34.534768743446,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19734,LC-2021-0306628,1,2021-06-29 00:00:00,2021,6,29,17:15:00,17,,CALLE,"LAFERRERE, GREGORIO DE",0.0,ROBERTSON,"LAFERRERE, GREGORIO DE y ROBERTSON",7,-58.458540977772,-34.636135879115,SD-SD,,,Lesion
19735,LC-2021-0306835,1,2021-06-29 00:00:00,2021,6,29,14:30:00,14,,AVENIDA,CABILDO AV.,0.0,"PINO, VIRREY DEL","CABILDO AV. y PINO, VIRREY DEL",13,-58.452288587109,-34.566108624629,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19736,LC-2021-0309320,1,2021-06-29 00:00:00,2021,6,29,14:45:00,14,,,,,,,,,,SD-SD,,,Lesion
19737,LC-2021-0319238,1,2021-06-29 00:00:00,2021,6,29,07:30:00,7,,,,,,,,,,SD-SD,,,Lesion
19738,LC-2021-0307051,1,2021-06-30 00:00:00,2021,6,30,00:00:00,0,,CALLE,THAMES,0.0,"VEGA, NICETO, CNEL.","THAMES y VEGA, NICETO, CNEL.",14,-58.434368178152,-34.590210237915,AUTO-AUTO,AUTO,AUTO,Lesion
19739,LC-2021-0307251,1,2021-06-30 00:00:00,2021,6,30,07:00:00,7,,AVENIDA,SAN MARTIN AV.,0.0,CONDARCO,SAN MARTIN AV. y CONDARCO,15,-58.489526041864,-34.597296389154,MOTO-SD,MOTO,,Lesion
19740,LC-2021-0307653,5,2021-06-30 00:00:00,2021,6,30,10:00:00,10,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,"CABRERA, JOSE A.","JUSTO, JUAN B. AV. y CABRERA, JOSE A.",14,-58.436675600269,-34.586787569032,TRANSPORTE PUBLICO-AUTO,TRANSPORTE PUBLICO,AUTO,Lesion
19741,LC-2021-0307707,1,2021-06-30 00:00:00,2021,6,30,11:25:00,11,,AVENIDA,CHICLANA AV.,0.0,BOEDO AV.,CHICLANA AV. y BOEDO AV.,5,-58.416165611246,-34.637503003733,MOTO-CAMION,MOTO,CAMION,Lesion
19742,LC-2021-0307984,1,2021-06-30 00:00:00,2021,6,30,12:20:00,12,,CALLE,MANZANARES,3061.0,,MANZANARES 3061,12,-58.475558280566,-34.550314421106,MOTO-CAMION,MOTO,CAMION,Lesion
19743,LC-2021-0307994,1,2021-06-30 00:00:00,2021,6,30,13:45:00,13,,CALLE,RODRIGUEZ PEÃ‘A,1582.0,,RODRIGUEZ PEÃ‘A 1582,2,-58.390275706359,-34.591770107753,MOTO-AUTO,MOTO,AUTO,Lesion
19744,LC-2021-0308013,1,2021-06-30 00:00:00,2021,6,30,12:40:00,12,,AVENIDA,CABILDO AV.,0.0,GOROSTIAGA,CABILDO AV. y GOROSTIAGA,13,-58.442957665413,-34.570915483727,SD-AUTO,,AUTO,Lesion
19745,LC-2021-0308166,1,2021-06-30 00:00:00,2021,6,30,15:15:00,15,,CALLE,ALBERTI,0.0,CONSTITUCION,ALBERTI y CONSTITUCION,3,-58.400183978427,-34.626170313854,MOTO-CAMION,MOTO,CAMION,Lesion
19746,LC-2021-0308295,1,2021-06-30 00:00:00,2021,6,30,17:00:00,17,,AVENIDA,CHORROARIN AV.,0.0,GIRIBONE,CHORROARIN AV. y GIRIBONE,15,-58.469521447618,-34.579402961539,MOTO-SD,MOTO,,Lesion
19747,LC-2021-0308407,1,2021-06-30 00:00:00,2021,6,30,16:06:00,16,,AVENIDA,"GOYENECHE, ROBERTO PARQUE AV.",0.0,"LARRALDE, CRISOLOGO AV.","GOYENECHE, ROBERTO PARQUE AV. y LARRALDE, CRISOLOGO AV.",12,-58.486085388374,-34.558507885967,MOTO-SD,MOTO,,Lesion
19748,LC-2021-0308468,1,2021-06-30 00:00:00,2021,6,30,17:15:00,17,,CALLE,"ALVEAR, MARCELO T. DE",0.0,AZCUENAGA,"ALVEAR, MARCELO T. DE y AZCUENAGA",2,-58.400288425028,-34.596743493297,MOTO-AUTO,MOTO,AUTO,Lesion
19749,LC-2021-0308497,1,2021-06-30 00:00:00,2021,6,30,17:17:00,17,,AVENIDA,CORDOBA AV.,3850.0,,CORDOBA AV. 3850,5,-58.420961191165,-34.597928421295,MOTO-AUTO,MOTO,AUTO,Lesion
19750,LC-2021-0308663,2,2021-06-30 00:00:00,2021,6,30,19:30:00,19,,AVENIDA,"PERON, EVA AV.",0.0,"ACOSTA, MARIANO","PERON, EVA AV. y ACOSTA, MARIANO",9,-58.467123116319,-34.646002228653,PEATON-MOTO,PEATON,MOTO,Lesion
19751,LC-2021-0308784,1,2021-06-30 00:00:00,2021,6,30,21:00:00,21,,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",0.0,HONDURAS,"SCALABRINI ORTIZ, RAUL AV. y HONDURAS",14,-58.425891883776,-34.591530773397,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,Lesion
19752,LC-2021-0309633,1,2021-06-30 00:00:00,2021,6,30,09:25:00,9,,,,,,,,,,SD-SD,,,Lesion
19753,LC-2021-0319633,1,2021-06-30 00:00:00,2021,6,30,20:00:00,20,,,,,,,,,,SD-SD,,,Lesion
19754,LC-2021-0319734,1,2021-06-30 00:00:00,2021,6,30,14:30:00,14,,AVENIDA,"PERON, EVA AV.",0.0,LAGUNA,"PERON, EVA AV. y LAGUNA",9,-58.468754811643,-34.648384757898,SD-SD,,,Lesion
19755,LC-2021-0309013,1,2021-07-01 00:00:00,2021,7,1,02:03:00,2,,CALLE,"CALVO, CARLOS",0.0,DEAN FUNES,"CALVO, CARLOS y DEAN FUNES",3,-58.406154023932,-34.621817784594,AUTO-AUTO,AUTO,AUTO,Lesion
19756,LC-2021-0309524,1,2021-07-01 00:00:00,2021,7,1,12:25:00,12,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.502517906284,-34.674503135662,AUTO-AUTO,AUTO,AUTO,Lesion
19757,LC-2021-0309737,2,2021-07-01 00:00:00,2021,7,1,13:30:00,13,,CALLE,CONDARCO,552.0,,CONDARCO 552,7,-58.469340160065,-34.624976529904,MOTO-SD,MOTO,,Lesion
19758,LC-2021-0309831,1,2021-07-01 00:00:00,2021,7,1,13:30:00,13,,AVENIDA,DIRECTORIO AV.,0.0,ALBARIÃ‘O,DIRECTORIO AV. y ALBARIÃ‘O,9,-58.493357303392,-34.652807474852,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,Lesion
19759,LC-2021-0309850,1,2021-07-01 00:00:00,2021,7,1,13:00:00,13,,CALLE,MONROE,4867.0,,MONROE 4867,12,-58.483776836606,-34.572605396525,TRANSPORTE PUBLICO-MOTO,TRANSPORTE PUBLICO,MOTO,Lesion
19760,LC-2021-0309940,1,2021-07-01 00:00:00,2021,7,1,15:00:00,15,,AVENIDA,"ROCA, CNEL. AV.",3660.0,,"ROCA, CNEL. AV. 3660",8,-58.442065294854,-34.668451575794,AUTO-AUTO,AUTO,AUTO,Lesion
19761,LC-2021-0310087,1,2021-07-01 00:00:00,2021,7,1,15:00:00,15,,AVENIDA,CONGRESO AV.,0.0,HOLMBERG,CONGRESO AV. y HOLMBERG,12,-58.480840544637,-34.564861919151,MOVIL-AUTO,MOVIL,AUTO,Lesion
19762,LC-2021-0310292,1,2021-07-01 00:00:00,2021,7,1,16:30:00,16,,AVENIDA,SAN JUAN BAUTISTA DE LA SALLE AV.,0.0,"BILBAO, FRANCISCO","SAN JUAN BAUTISTA DE LA SALLE AV. y BILBAO, FRANCISCO",9,-58.483308186093,-34.653319400477,MOTO-SD,MOTO,,Lesion
19763,LC-2021-0310439,1,2021-07-01 00:00:00,2021,7,1,18:00:00,18,,CALLE,FERNANDEZ,0.0,DERQUI AV.,FERNANDEZ y DERQUI AV.,9,-58.470114801926,-34.651174287417,MOTO-AUTO,MOTO,AUTO,Lesion
19764,LC-2021-0310571,2,2021-07-01 00:00:00,2021,7,1,19:40:00,19,,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",0.0,ESTADO PLURINACIONAL DE BOLIVIA,"CARRIL, SALVADOR MARIA DEL AV. y ESTADO PLURINACIONAL DE BOLIVIA",15,-58.494793514850,-34.588594223749,AUTO-AUTO,AUTO,AUTO,Lesion
19765,LC-2021-0310572,2,2021-07-01 00:00:00,2021,7,1,19:45:00,19,,CALLE,MEXICO,0.0,BOLIVAR,MEXICO y BOLIVAR,1,-58.373187727133,-34.614853718143,AUTO-AUTO,AUTO,AUTO,Lesion
19766,LC-2021-0310662,1,2021-07-01 00:00:00,2021,7,1,20:30:00,20,,AVENIDA,CORRIENTES AV.,0.0,URUGUAY,CORRIENTES AV. y URUGUAY,1,-58.386525898382,-34.603992269934,MOTO-TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,Lesion
19767,LC-2021-0310706,3,2021-07-01 00:00:00,2021,7,1,22:20:00,22,,CALLE,MAZA,0.0,CASEROS AV.,MAZA y CASEROS AV.,5,-58.413194195985,-34.638429433295,AUTO-AUTO,AUTO,AUTO,Lesion
19768,LC-2021-0310805,1,2021-07-01 00:00:00,2021,7,1,19:30:00,19,,AVENIDA,"ALCORTA, AMANCIO AV.",1501.0,,"ALCORTA, AMANCIO AV. 1501",4,-58.384843717409,-34.63455155701,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19769,LC-2021-0310811,1,2021-07-01 00:00:00,2021,7,1,23:38:00,23,,AVENIDA,DEL LIBERTADOR AV.,0.0,ECHEVERRIA,DEL LIBERTADOR AV. y ECHEVERRIA,13,-58.446871975618,-34.557636915520,MOTO-AUTO,MOTO,AUTO,Lesion
19770,LC-2021-0318167,1,2021-07-01 00:00:00,2021,7,1,18:35:00,18,,CALLE,"RAMIREZ DE VELASCO, JUAN",0.0,ACEVEDO,"RAMIREZ DE VELASCO, JUAN y ACEVEDO",15,-58.438352781119,-34.596614392847,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19771,LC-2021-0581557,1,2021-07-01 00:00:00,2021,7,1,08:00:00,8,,,,,,,,,,SD-SD,,,Lesion
19772,LC-2021-0310973,1,2021-07-02 00:00:00,2021,7,2,06:40:00,6,,CALLE,VIRGILIO,0.0,CAMARONES,VIRGILIO y CAMARONES,10,-58.506301682603,-34.629873892001,SD-SD,,,Lesion
19773,LC-2021-0310988,3,2021-07-02 00:00:00,2021,7,2,06:30:00,6,,CALLE,AMENABAR,0.0,"HERNANDEZ, JOSE","AMENABAR y HERNANDEZ, JOSE",13,-58.455434166775,-34.566785079276,MOVIL-AUTO,MOVIL,AUTO,Lesion
19774,LC-2021-0311091,2,2021-07-02 00:00:00,2021,7,2,07:30:00,7,,CALLE,AZOPARDO,0.0,"GARAY, JUAN DE AV.","AZOPARDO y GARAY, JUAN DE AV.",1,-58.366620459628,-34.624026616065,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19775,LC-2021-0311121,1,2021-07-02 00:00:00,2021,7,2,10:00:00,10,,CALLE,GALLARDO,257.0,,GALLARDO 257,9,-58.523774826519,-34.636431771753,MOTO-AUTO,MOTO,AUTO,Lesion
19776,LC-2021-0311312,1,2021-07-02 00:00:00,2021,7,2,10:50:00,10,,AVENIDA,DEL LIBERTADOR AV.,0.0,"BULLRICH, INT. AV.","DEL LIBERTADOR AV. y BULLRICH, INT. AV.",14,-58.423246998572,-34.571168288888,MOTO-TAXI,MOTO,TAXI,Lesion
19777,LC-2021-0311345,1,2021-07-02 00:00:00,2021,7,2,10:40:00,10,,CALLE,SAAVEDRA,0.0,INDEPENDENCIA AV.,SAAVEDRA e INDEPENDENCIA AV.,3,-58.402249422635,-34.618754729436,MOTO-MOVIL,MOTO,MOVIL,Lesion
19778,LC-2021-0311379,1,2021-07-02 00:00:00,2021,7,2,11:40:00,11,,AVENIDA,"HUERGO, ING. AV.",610.0,,"HUERGO, ING. AV. 610",1,-58.366629401958,-34.614670771837,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19779,LC-2021-0311513,1,2021-07-02 00:00:00,2021,7,2,12:30:00,12,,CALLE,YERBAL,3652.0,,YERBAL 3652,10,-58.478807805244,-34.632071398624,PEATON-AUTO,PEATON,AUTO,Lesion
19780,LC-2021-0311570,1,2021-07-02 00:00:00,2021,7,2,12:40:00,12,,AVENIDA,RIVADAVIA AV.,0.0,SALTA,RIVADAVIA AV. y SALTA,1,-58.383467956071,-34.608576851352,PEATON-AUTO,PEATON,AUTO,Lesion
19781,LC-2021-0311806,1,2021-07-02 00:00:00,2021,7,2,14:30:00,14,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,MONTE,"PAZ, GRAL. AV. y MONTE",9,-58.502577390365,-34.673269886860,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
19782,LC-2021-0311919,1,2021-07-02 00:00:00,2021,7,2,14:57:00,14,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,CONCORDIA,"PAZ, GRAL. AV. y CONCORDIA",11,-58.516016340596,-34.584758313143,MOTO-AUTO,MOTO,AUTO,Lesion
19783,LC-2021-0311929,1,2021-07-02 00:00:00,2021,7,2,14:00:00,14,,AVENIDA,RIVADAVIA AV.,0.0,CASTRO BARROS AV.,RIVADAVIA AV. y CASTRO BARROS AV.,5,-58.421011444072,-34.611479483144,MOTO-MOVIL,MOTO,MOVIL,Lesion
19784,LC-2021-0312107,1,2021-07-02 00:00:00,2021,7,2,16:00:00,16,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,"REPETTO, NICOLAS, DR.","JUSTO, JUAN B. AV. y REPETTO, NICOLAS, DR.",15,-58.454992738341,-34.602121957633,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19785,LC-2021-0312143,1,2021-07-02 00:00:00,2021,7,2,17:00:00,17,,CALLE,TRES ARROYOS,0.0,"LAMAS, ANDRES","TRES ARROYOS y LAMAS, ANDRES",11,-58.465744908872,-34.611689607344,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19786,LC-2021-0312263,2,2021-07-02 00:00:00,2021,7,2,17:00:00,17,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,PALMAR,"PAZ, GRAL. AV. y PALMAR",9,-58.528819730929,-34.643878159067,AUTO-AUTO,AUTO,AUTO,Lesion
19787,LC-2021-0312265,1,2021-07-02 00:00:00,2021,7,2,15:38:00,15,,AVENIDA,ESTADO DE ISRAEL AV.,0.0,LERMA,ESTADO DE ISRAEL AV. y LERMA,15,-58.427854383221,-34.598363512925,MOTO-AUTO,MOTO,AUTO,Lesion
19788,LC-2021-0312371,1,2021-07-02 00:00:00,2021,7,2,19:00:00,19,,AVENIDA,CASEROS AV.,0.0,ZAVALETA,CASEROS AV. y ZAVALETA,4,-58.403783481933,-34.636792935457,AUTO-MOVIL,AUTO,MOVIL,Lesion
19789,LC-2021-0312389,1,2021-07-02 00:00:00,2021,7,2,19:00:00,19,,CALLE,"ECHAGUE, PEDRO",0.0,SOLIS,"ECHAGUE, PEDRO y SOLIS",1,-58.389165741463,-34.630201129666,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19790,LC-2021-0312504,1,2021-07-02 00:00:00,2021,7,2,20:00:00,20,,AVENIDA,CONGRESO AV.,0.0,AIZPURUA,CONGRESO AV. y AIZPURUA,12,-58.498492601179,-34.574139564614,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
19791,LC-2021-0312571,1,2021-07-02 00:00:00,2021,7,2,22:00:00,22,,AVENIDA,PUEYRREDON AV.,0.0,"FIGUEROA ALCORTA, PRES. AV.","PUEYRREDON AV. y FIGUEROA ALCORTA, PRES. AV.",2,-58.390565937948,-34.584185691079,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Lesion
19792,LC-2021-0312618,2,2021-07-02 00:00:00,2021,7,2,22:30:00,22,,CALLE,PEPIRI,0.0,"ALCORTA, AMANCIO AV.","PEPIRI y ALCORTA, AMANCIO AV.",4,-58.407407863824,-34.651706531380,CAMIONETA-AUTO,CAMIONETA,AUTO,Lesion
19793,LC-2021-0312647,1,2021-07-02 00:00:00,2021,7,2,23:30:00,23,,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",0.0,"VIALE, LUIS","PUEYRREDON, HONORIO, DR. AV. y VIALE, LUIS",15,-58.447858477328,-34.604697576808,PEATON-AUTO,PEATON,AUTO,Lesion
19794,LC-2021-0313052,1,2021-07-02 00:00:00,2021,7,2,10:10:00,10,,CALLE,ZEPITA,0.0,VELEZ SARSFIELD AV.,ZEPITA y VELEZ SARSFIELD AV.,4,-58.388452216846,-34.658189437773,SD-SD,,,Lesion
19795,LC-2021-0317162,1,2021-07-02 00:00:00,2021,7,2,11:45:00,11,,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",0.0,OLIDEN,"ALBERDI, JUAN BAUTISTA AV. y OLIDEN",9,-58.504070996121,-34.653033720172,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,Lesion
19796,LC-2021-0318618,1,2021-07-02 00:00:00,2021,7,2,21:40:00,21,,CALLE,GUARDIA NACIONAL,0.0,ARTIGAS MANUEL DE,GUARDIA NACIONAL y ARTIGAS MANUEL DE,9,-58.497204520790,-34.644695419492,MOTO-AUTO,MOTO,AUTO,Lesion
19797,LC-2021-0327475,1,2021-07-02 00:00:00,2021,7,2,15:00:00,15,,CALLE,CUENCA,330.0,,CUENCA 330,10,-58.475336658934,-34.628251934682,SD-SD,,,Lesion
19798,LC-2021-0312759,1,2021-07-03 00:00:00,2021,7,3,02:00:00,2,,AVENIDA,ESTADO DE ISRAEL AV.,0.0,LERMA,ESTADO DE ISRAEL AV. y LERMA,15,-58.427854383221,-34.598363512925,MOTO-AUTO,MOTO,AUTO,Lesion
19799,LC-2021-0312845,1,2021-07-03 00:00:00,2021,7,3,07:28:00,7,,,,,,,1,,,PEATON-MOTO,PEATON,MOTO,Lesion
